"","X1.Gender","X2.Country.of.residence","X3.University","X4.Where.do.you.live.","X5.Grade","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X12.Your.exposure.to.artificial.intelligence.includes...Please.select.all.that.apply.","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams.","X40.I.have.received.teaching.training.in.artificial.intelligence","X41.Was.this.teaching.training.a.compulsory.part.of.your.medical.degree.","X42.Please.rate.the.usefulness.of.the.teaching.training.you.have.received","country","q30","gender","university","living_zone","grade","tech_experience","q6k","q1k","q2k","q3k","q4k","q5k","q7k","q8k","q9k","q10k","total_knowledge","total_knowledge_ratio","knowledge_levels","total_deep_learning","total_deep_learning_ratio","deep_learning_levels","total_attitude","total_attitude_ratio","attitude_levels","AI_in_MC_total","AI_in_MC_ratio","AI_in_MC_levels","AI_training_total","AI_training_ratio","AI_training_levels","AI_training_q","attitude_reg","grade_merged","A3","A10","A13","ai_mc_1","ai_mc_3","precep","knowledge_merged","knowledge_merged2"
"11","Male","Yemen","Governnmental","Rural","Intern (Emtyaz)",5,"1","2","4","Yes","Yes","Clinical research involving artificial intelligence","FALSE","TRUE","TRUE","FALSE","Strongly agree","Agree","Neutral","Neutral","Strongly disagree","Strongly disagree","Neutral","Neutral","Strongly disagree","Strongly disagree","Neutral","Disagree","Disagree","Diagnostic radiology","5","3","4","3","4","Yes","Strongly agree","Strongly agree","Strongly agree","No",NA,NA,"Yemen","D.radiology","Male","Governnmental","Rural","Intern (Emtyaz)","5",1,1,2,4,2,2,0,2,2,0,16,53.3333333333333,"low",4,50,"low",37,41.1111111111111,"low",19,76,"moderate",NA,NA,NA,"No","0","Clinical Years","9","0","0","1","1","1","low","low"
"12","Male","Yemen","Governnmental","Urban","Intern (Emtyaz)",4,"4","4","5","Yes","Yes","3","TRUE","I don't know","TRUE","TRUE","Strongly agree","Strongly agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Surgery","2","2","2","2","2","Yes","Agree","Agree","Agree","No",NA,NA,"Yemen","Surgery","Male","Governnmental","Urban","Intern (Emtyaz)","4",3,4,4,5,2,2,2,0,2,2,26,86.6666666666667,"high",6,75,"moderate",56,62.2222222222222,"moderate",10,40,"low",NA,NA,NA,"No","1","Clinical Years","9","1","1","0","0","1","high/moderate","high/moderate"
"13","Male","Yemen","Governnmental","Urban","Intern (Emtyaz)",3,"4","4","2","Yes","Yes","Clinical research involving artificial intelligence","TRUE","TRUE","FALSE","FALSE","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","Neutral","Strongly agree","Strongly agree","Neutral","Agree","Strongly agree","Strongly agree","Agree","Diagnostic radiology","5","3","4","5","4","Yes","Strongly agree","Neutral","Neutral","No",NA,NA,"Yemen","D.radiology","Male","Governnmental","Urban","Intern (Emtyaz)","3",1,4,4,2,2,2,2,2,0,0,19,63.3333333333333,"moderate",4,50,"low",58,64.4444444444444,"moderate",21,84,"high",NA,NA,NA,"No","1","Clinical Years","1","1","1","1","1","1","high/moderate","high/moderate"
"14","Male","Yemen","Private","Urban","Intern (Emtyaz)",4,"3","3","3","No","No","None of the above","I don't know","I don't know","TRUE","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Diagnostic radiology","3","3","3","3","3","No","Agree","Agree","Agree","No",NA,NA,"Yemen","D.radiology","Male","Private","Urban","Intern (Emtyaz)","4",0,3,3,3,0,0,0,0,2,0,11,36.6666666666667,"low",2,25,"low",54,60,"moderate",15,60,"moderate",NA,NA,NA,"No","1","Clinical Years","1","1","1","9","9","1","low","low"
"15","Female","Yemen","Governnmental","Urban","Intern (Emtyaz)",5,"5","4","4","Yes","Yes","3","I don't know","I don't know","TRUE","TRUE","Strongly agree","Strongly agree","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Other","5","5","5","5","3","Unsure","Agree","Agree","Agree","No",NA,NA,"Yemen","Other","Female","Governnmental","Urban","Intern (Emtyaz)","5",3,5,4,4,2,2,0,0,2,2,24,80,"high",4,50,"low",51,56.6666666666667,"low",23,92,"high",NA,NA,NA,"No","0","Clinical Years","9","9","9","1","1","1","high/moderate","high/moderate"
"16","Male","Syria","Governnmental","Urban","2",3,"1","4","2","No","Yes","Clinical research involving artificial intelligence","FALSE","I don't know","TRUE","I don't know","Neutral","Agree","Agree","Strongly agree","Agree","Strongly agree","Neutral","Strongly agree","Neutral","Strongly agree","Neutral","Strongly agree","Neutral","Internal medicine","5","2","4","3","3","Yes","Disagree","Neutral","Agree","Yes","No","2","Syria","internal.M","Male","Governnmental","Urban","2","3",1,1,4,2,0,2,0,0,2,0,12,40,"low",2,25,"low",53,58.8888888888889,"low",17,68,"moderate",2,22.2222222222222,"low","Yes","0","Academic years","1","1","9","1","1","0","low","low"
"17","Male","Syria","Governnmental","Urban","3",4,"5","4","3","No","Yes","2","FALSE","TRUE","I don't know","I don't know","Agree","Strongly agree","Neutral","Disagree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Agree","Agree","Agree","Neutral","Surgery","5","5","5","5","1","Yes","Agree","Agree","Agree","No",NA,NA,"Syria","Surgery","Male","Governnmental","Urban","3","4",2,5,4,3,0,2,0,2,0,0,18,60,"moderate",2,25,"low",48,53.3333333333333,"low",21,84,"high",NA,NA,NA,"No","0","Academic years","9","1","9","1","1","1","high/moderate","high/moderate"
"18","Male","Syria","Governnmental","Urban","4",4,"3","2","1","No","No","None of the above","TRUE","FALSE","TRUE","TRUE","Agree","Disagree","Neutral","Disagree","Strongly disagree","Strongly disagree","Neutral","Agree","Strongly disagree","Disagree","Agree","Agree","Agree","Diagnostic radiology","3","4","3","3","3","Yes","Strongly agree","Agree","Agree","No",NA,NA,"Syria","D.radiology","Male","Governnmental","Urban","4","4",0,3,2,1,0,0,2,0,2,2,12,40,"low",6,75,"moderate",40,44.4444444444444,"low",16,64,"moderate",NA,NA,NA,"No","0","Clinical Years","9","0","1","9","9","1","low","low"
"19","Male","Syria","Governnmental","Rural","4",3,"3","3","3","Yes","Yes","Courses on artificial intelligence / machine learning","TRUE","I don't know","I don't know","I don't know","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Family practice","3","3","3","3","3","Yes","Agree","Agree","Agree","Yes","No","3","Syria","F.practice","Male","Governnmental","Rural","4","3",1,3,3,3,2,2,2,0,0,0,16,53.3333333333333,"low",2,25,"low",66,73.3333333333333,"moderate",15,60,"moderate",2,22.2222222222222,"low","Yes","1","Clinical Years","1","1","1","9","9","1","low","low"
"20","Male","Syria","Private","Urban","Intern (Emtyaz)",3,"2","1","2","Yes","No","None of the above","I don't know","I don't know","I don't know","TRUE","Agree","Strongly agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Diagnostic radiology","5","3","3","3","4","Unsure","Neutral","Neutral","Neutral","No",NA,NA,"Syria","D.radiology","Male","Private","Urban","Intern (Emtyaz)","3",0,2,1,2,2,0,0,0,0,2,9,30,"low",2,25,"low",54,60,"moderate",18,72,"moderate",NA,NA,NA,"No","1","Clinical Years","9","1","1","1","9","9","low","low"
"21","Male","Sudan","Private","Rural","1",4,"2","3","2","No","No","None of the above","I don't know","I don't know","I don't know","I don't know","Agree","Strongly agree","Agree","Neutral","Neutral","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Neutral","Dermatology","5","2","2","2","2","Yes","Agree","Strongly disagree","Neutral","No",NA,NA,"Sudan","Dermatology","Male","Private","Rural","1","4",0,2,3,2,0,0,0,0,0,0,7,23.3333333333333,"low",0,0,"low",53,58.8888888888889,"low",13,52,"low",NA,NA,NA,"No","0","Academic years","1","1","9","1","0","1","low","low"
"22","Female","Sudan","Private","Urban","2",4,"4","3","4","Yes","No","None of the above","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Neutral","Neutral","Strongly agree","Neutral","Disagree","Agree","Agree","Neutral","Agree","Agree","Other","4","4","3","3","3","Yes","Agree","Agree","Neutral","No",NA,NA,"Sudan","Other","Female","Private","Urban","2","4",0,4,3,4,2,0,0,0,0,0,13,43.3333333333333,"low",0,0,"low",48,53.3333333333333,"low",17,68,"moderate",NA,NA,NA,"No","0","Academic years","1","1","1","1","9","1","low","low"
"23","Female","Sudan","Governnmental","Rural","2",3,"2","3","1","Yes","Yes","None of the above","I don't know","I don't know","I don't know","I don't know","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly agree","Neutral","Strongly agree","Agree","Neutral","Neutral","Oncology","5","5","4","5","5","Unsure","Strongly agree","Agree","Agree","No",NA,NA,"Sudan","Oncology","Female","Governnmental","Rural","2","3",0,2,3,1,2,2,0,0,0,0,10,33.3333333333333,"low",0,0,"low",47,52.2222222222222,"low",24,96,"high",NA,NA,NA,"No","0","Academic years","9","1","9","1","1","1","low","low"
"24","Male","Sudan","Private","Urban","3",1,"1","1","1","No","No","None of the above","I don't know","I don't know","I don't know","I don't know","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Diagnostic radiology","3","3","2","2","3","Unsure","Neutral","Neutral","Neutral","No",NA,NA,"Sudan","D.radiology","Male","Private","Urban","3","1",0,1,1,1,0,0,0,0,0,0,3,10,"low",0,0,"low",50,55.5555555555556,"low",13,52,"low",NA,NA,NA,"No","0","Academic years","9","9","1","9","0","9","low","low"
"25","Female","Sudan","Private","Urban","4",4,"4","3","3","Yes","Yes","Computer science projects involving artificial intelligence","TRUE","TRUE","TRUE","TRUE","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Surgery","3","2","2","2","2","Yes","Agree","Agree","Agree","Yes","Yes","3","Sudan","Surgery","Female","Private","Urban","4","4",1,4,3,3,2,2,2,2,2,2,23,76.6666666666667,"moderate",8,100,"high",54,60,"moderate",11,44,"low",4,44.4444444444444,"low","Yes","1","Clinical Years","1","1","1","9","0","1","high/moderate","high/moderate"
"26","Male","Sudan","Governnmental","Urban","4",4,"3","3","3","No","No","3","FALSE","FALSE","TRUE","FALSE","Agree","Neutral","Agree","Strongly agree","Strongly disagree","Neutral","Strongly agree","Strongly agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Neutral","Diagnostic radiology","5","3","3","3","5","Yes","Neutral","Neutral","Neutral","No",NA,NA,"Sudan","D.radiology","Male","Governnmental","Urban","4","4",3,3,3,3,0,0,0,0,2,0,14,46.6666666666667,"low",2,25,"low",54,60,"moderate",19,76,"moderate",NA,NA,NA,"No","1","Clinical Years","1","1","9","1","9","9","low","low"
"27","Female","Sudan","Governnmental","Rural","5",3,"4","1","1","No","No","None of the above","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Strongly agree","Agree","Agree","Agree","Neutral","Surgery","5","5","5","3","3","Unsure","Neutral","Neutral","Neutral","No",NA,NA,"Sudan","Surgery","Female","Governnmental","Rural","5","3",0,4,1,1,0,0,0,0,0,0,6,20,"low",0,0,"low",51,56.6666666666667,"low",21,84,"high",NA,NA,NA,"No","0","Clinical Years","1","1","9","1","1","9","low","low"
"28","Male","Sudan","Private","Rural","6",2,"2","3","2","No","No","3","I don't know","I don't know","I don't know","I don't know","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Diagnostic radiology","5","5","5","5","5","No","Neutral","Agree","Agree","No",NA,NA,"Sudan","D.radiology","Male","Private","Rural","6","2",3,2,3,2,0,0,0,0,0,0,10,33.3333333333333,"low",0,0,"low",53,58.8888888888889,"low",25,100,"high",NA,NA,NA,"No","0","Clinical Years","9","1","1","1","1","9","low","low"
